volume|issue|url|title|abstract
31|1|http://www.sciencedirect.com/science/journal/01674048/31/1|Contents|
31|1||Editorial|
31|1||Android forensics|
31|1||A trust negotiation based security framework for service provisioning in load-balancing clusters|The OKKAM project aims at enabling the Web of Entities, a global digital space for publishing and managing information about entities. The project provides a scalable and sustainable infrastructure, called the Entity Name System (ENS), for the systematic reuse of global and unique entity identifiers. The ENS provides a collection of core services supporting entity identifiers pervasive reuse. The ENS is required to be reliable data intensive load-balancing cluster system for service provisioning.
31|1||On scrambling the BurrowsâWheeler transform to provide privacy in lossless compression|The usual way of ensuring the confidentiality of the compressed data is to encrypt it with a standard encryption algorithm. Although the computational cost of encryption is practically tolerable in most cases, the lack of flexibility to perform pattern matching on the compressed data due to the encryption level is the main disadvantage. Another alternative to provide privacy in compression is to alter the compression algorithms in such a way that the decompression requires the knowledge of some secret parameters. Securing the arithmetic and Huffman coders along with the dictionary based schemes have been previously studied, where Burrows–Wheeler transform (BWT) has not been addressed before in that sense. On BWT of an input data it is not possible to perform a successful search nor construct any part of it without the proper knowledge of the lexicographical ordering used in the construction. Based upon this observation, this study investigates methods to provide privacy in BWT by using a randomly selected permutation of the input symbols as the lexicographical order. The proposed technique aims to support pattern matching on compressed data, while still retaining the confidentiality. Unifying compression and security in a single step is also considered instead of the two-level compress-then-encrypt paradigm.
31|1||A robust hashing algorithm based on SURF for video copy detection|To protect digital video from unauthorized use, video copy detection is an active research topic in the field of copyright control. For content-based copy detection, the key issue is to extract robust transformation-invariant feature. In this paper, a robust hashing algorithm based on speeded up robust feature (SURF) and ordinal measure (OM) is proposed for video copy detection. Since SURF is an invariant feature based on scale space theory, the local feature is extracted by SURF in a frame-by-frame manner. Every frame is divided into 4 × 4 blocks, and every block is traversed by Hilbert-order rasterization to count the number of SURF points. The Hash value is built by the difference of SURF points between adjacent blocks in Hilbert curve. Moreover, two special copy attacks, i.e., picture-in-picture and video flipping, are specifically discussed. Experimental results show the effectiveness of the proposed approach in both accuracy and efficiency.
31|1||A new robust adjustable logo watermarking scheme|In this paper, a novel, yet simple, watermarking algorithm for image authentication is proposed using fractional wavelet packet transform (FRWPT) via singular value decomposition (SVD). Unlike the traditional watermarking schemes where the watermark is added to the transform coefficients, the proposed algorithm is based on embedding in the singular values (luminance) of the host image. To improve the fidelity, the perceptual quality of the watermarked image and to enhance the security of watermarking, we model an adjustable watermarking algorithm. The meaning of the word adjustable is that the watermark is embedded into the host image by taking two watermark embedding strengths, according to owner and some cryptographic conditions. Finally, a reliable watermark extraction algorithm is developed for the extraction of watermark from the distorted image. The feasibility of this method and its robustness against different kind of attacks are verified by computer simulations and comparison with the existing work.
31|1||Tracing and revoking scheme for dynamic privileges against pirate rebroadcast|Broadcast encryption provides a convenient method to distribute digital content to subscribers over an insecure broadcast channel so that only the qualified users can recover the data. Currently, there are only two broadcast encryption schemes designed for users with different privileges. In these schemes, users with higher privileges can decrypt more contents than those with low privileges, which is quite suitable for applications with different service levels. However, both schemes do not provide traitor tracing strategy. In this paper, we present a traitor tracing and revoking system for different privileges against pirate rebroadcast. We improve the tree structure and the media key block proposed by Jin and Lotspiech to suitable for applications with dynamic services, and then combine them with dynamic traitor tracing and revoking method by Kiayias and Pehlivanoglu. Dynamic services mean the users can change their privileges dynamically and the broadcast center can upgrade to hold more/less privileges when needed for marketing, while in both previous schemes the numbers of privileges are determined when the systems are setup and users’ privileges are static. Our scheme uses subset cover method to trace and revoke users so that it can trace unlimited numbers of traitors and revoke unlimited numbers of users.
31|1||Feature extraction and classification algorithm for detecting complex covert timing channel|Owing to the high variance of legitimate traffic, the detection of Covert Timing Channel (CTC) has become a challenging work. The combination of detection methods based on entropy and corrected conditional entropy has been proved an effective way for the detection against some typical CTCs. However, the methods cannot satisfy the detection of some complex CTCs. In this paper, based on wavelet transform and Support Vector Machine (SVM), a new approach is proposed to detect various kinds of CTCs inclusive of some complex CTCs. Our approach can extract the features of maximum entropies at different wavelet levels and the percentage of energy corresponding to the details at wavelet level 1, and then the features are put into multiclass SVM for classification. Moreover, also our approach is capable of detecting the CTC which has the ability to evade the entropy-based detection method. Finally, a sliding window scheme is successfully designed to detect the complex traffic which several kinds of CTCs are embedded in.
31|1||Understanding information systems security policy compliance: An integration of the theory of planned behavior and the protection motivation theory|This research investigated information systems security policy (ISSP) compliance by drawing upon two relevant theories i.e. the theory of planned behavior (TPB) and the protection motivation theory (PMT). A research model that fused constituents of the aforementioned theories was proposed and validated. Relevant hypotheses were developed to test the research conceptualization. Data analysis was performed using the partial least squares (PLS) technique. Using a survey of 124 business managers and IS professionals, this study showed that factors such as self-efficacy, attitude toward compliance, subjective norms, response efficacy and perceived vulnerability positively influence ISSP behavioral compliance intentions of employees. The data analysis did not support perceived severity and response cost as being predictors of ISSP behavioral compliance intentions. The study’s implications for research and practice are discussed.
