volume|issue|url|title|abstract
19|-|http://www.sciencedirect.com/science/journal/01674048/19|From The Editor|
19|-||From Stones in the Street to Cyberspace â Israeli and Palestinians Continue Their Virtual Battles 24Ã7|
19|-||Feeling Sorry for Microsoft?|
19|-||However, Microsoft Could Use Some Sympathy â Dutch Hacker Busts Microsoft Web Site - Again|
19|-||Wireless Big Brother|
19|-||NASA Hacker Pleads Guilty|
19|-||Canadian Teen Mafiaboy Pleads Guilty|
19|-||Getting the Laws to Help Combat Cybercrime (Thereâs a grand idea)|
19|-||Internet Biz Group Calls for Cybercrime Treaty Delay|
19|-||Laptop Theft Now Targeted Towards Data and Not Necessarily Hardware|
19|-||Hacktivism Increasing|
19|-||US Department of Defense Prepares Cybercrime Database|
19|-||CIA Chat Room Causes Grief|
19|-||Japan Creates Cyberconditions for IT National Revolution|
19|-||US Privacy Law Proposals Cause Concerns|
19|-||New Names For Old â A Personal Surf Through Compsec 2000|
19|-||Americaâs Internet Commerce and The Threat of Fraud|
19|-||The Software Colander â Holes in Messaging|
19|-||Information Security Management: An Approach to Combine Process Certification And Product Evaluation|Information Security (IS) is the key to the effective management of any organisation in today’s commercial and industrial sectors. Line managers’ performance, for instance, is rated according to the extent to which their operations conform to the IS policies of their respective organizations. In the same way, senior management’s performance is judged by how well the organization performs in terms of internationally accepted codes of IS practice. IS management, however, is not always a quantifiable entity and its evaluation is complicated by the fact that it can be viewed either from an electronic perspective, in which case the focus will fall solely on product and/or systems evaluation, or from a procedural and management perspective, in which case the focus will, instead, fall on the certification of the IS management process. This article will, therefore, be devoted to providing a consolidated approach to the evaluation of IS management, in terms of which full cognisance will be taken of both these perspectives. 
19|-||Opening Up The Enterprise|The future of business is E-business. To enable this strategy to succeed we shall need an entirely new paradigm for securing our enterprise applications and infrastructure. We can no longer sustain the approach of a hardened perimeter and we shall need to open up the enterprise. This paper addresses the security architecture and technical strategies that we shall need. 
19|-||Abstracts of Recent Articles and Literature|
