volume|issue|url|title|abstract
61|-|http://www.sciencedirect.com/science/journal/01641212/61|Best practices in software engineering|
61|-||Classification and evaluation of defects in a project retrospective|
61|-||COTS-based software development: Processes and open issues|
61|-||Challenges of component-based development|
61|-||Producing reliable software: an experiment|
61|-||An empirical study of industrial security-engineering practices|This paper presents lessons learned and observations noted about the state of security-engineering practices by three information security practitioners with different perspectives – two in industry and one in academia. All authors have more than 20-years experience in this field and two were former members of the US National Computer Security Center during the early days of the Trusted Computer System Evaluation Criteria and the strong promotion of trusted operating systems that accompanied the release of that document. In the last 20 years, it has been argued that security-engineering practices have not kept pace with the escalating threats to information systems. Much has occurred since that time – new security paradigms, failure of evaluated products to emerge into common use, new systemic threats, and an increased awareness of the risk faced by information systems. This paper presents an empirical view of lessons learned in security-engineering, experiences in applying the trade, and observations made about the successes and failures of security practices and technology. This work was sponsored in part by NSF Grant. 
61|-||Interprocess communications in the AN/BSY-2 distributed computer system: a case study|
61|-||Contents Volume 61|
61|1|http://www.sciencedirect.com/science/journal/01641212/61/1|Strategies for resolving inter-class data conflicts in mixed real-time database systems|
61|1||Maintaining security and timeliness in real-time database system|
61|1||The impact of component architectures on interoperability|Component interoperability has become an important concern as companies migrate legacy systems, integrate COTS products, and assemble modules from disparate sources into a single application. While middleware is available for this purpose, it often does not form a complete bridge between components and may be inflexible as the application evolves. What is needed is the explicit design information that will forecast a more accurate, evolvable, and less costly integration solution implementation.Emerging research has shown that interoperability problems can be traced to the software architecture of the components and integrated application. Furthermore, the solutions generated for these problems are guided by an implicit understanding of software architecture. Current technology does not fully identify what must be made explicit about software architecture to aid in comparison of the architectures and expectations of participating entities within the integrated application. Thus, there can be no relief in the expense or the duration of implementing long-term reliance on middleware. The overall goal of our research is to extract and make explicit the information needed to define and build this technology. This paper focuses on identifying, classifying, and organizing characteristics that help to define an architectural style by using abstraction and semantic nets. We illustrate the relationships between the characteristics and their relevance to interoperability via examples of integrated applications. 
61|1||Experiences with ALMA: Architecture-Level Modifiability Analysis|
61|1||An estimation of the decision models of senior IS managers when evaluating the external quality of organizational software|
61|2|http://www.sciencedirect.com/science/journal/01641212/61/2|An XML approach for legacy code reuse|
61|2||SigDAQ: an enhanced XML query optimization technique|
61|2||Design erosion: problems and causes|Design erosion is a common problem in software engineering. We have found that invariably, no matter how ambitious the intentions of the designers were, software designs tend to erode over time to the point that redesigning from scratch becomes a viable alternative compared to prolonging the life of the existing design. In this paper, we illustrate how design erosion works by presenting the evolution of the design of a small software system. In our analysis of this example, we show how design decisions accumulate and become invalid because of new requirements. Also it is argued that even an optimal strategy for designing the system (i.e. no compromises with respect to e.g. cost are made) does not lead to an optimal design because of unforeseen requirement changes that invalidate design decisions that were once optimal. 
61|2||Availability analysis and improvement of Active/Standby cluster systems using software rejuvenation|
61|2||Visual requirement representation|
61|2||Software requirements validation via task analysis|As a baseline for software development, a correct and complete requirements definition is one foundation of software quality. Previously, a novel approach to static testing of software requirements was proposed in which requirements definitions are tested on a set of task scenarios by examining software behaviour in each scenario described by an activity list. Such descriptions of software behaviour can be generated automatically from requirements models. This paper investigates various testing methods for selecting test scenarios. Data flow, state transition and entity testing methods are studied. A variety of test adequacy criteria and their combinations are formally defined and the subsume relations between the criteria are proved. Empirical studies of the testing methods and the construction of a prototype testing tool are reported. 
62|1|http://www.sciencedirect.com/science/journal/01641212/62/1|The cost of errors in software development: evidence from industry|The search for and correction of errors in software are often time consuming and expensive components of the total cost of software development. The current research investigates to what extent these costs of software error detection and correction contribute to the total cost of software. We initiated the research reported here with the collection of a sample of transactions recording progress on one phase of development of a set of software programs. Each of these projects represented the completion of an identical phase of development (i.e., country localisation) for a different country. This enabled each project to be compared with the other, and provided an unusually high degree of control over the data collection and analysis in real-world empirical study. The research findings relied on programmers' self-assessment of the severity of errors discovered. It found that serious errors have less influence on total cost than errors that were classified as less serious but which occurred with more frequency once these less serious errors are actually resolved and corrected. The research suggests one explanation – that programmers have greater discretion in how and when to resolve these less severe errors. The data supports the hypothesis that errors generate significant software development costs if their resolution requires system redesign. Within the context of the research, it was concluded that uncorrected errors become exponentially more costly with each phase in which they are unresolved, which is consistent with earlier findings in the literature. The research also found that the number of days that a project is open is a log-linear predictor of the number of software errors that will be discovered, implying a bias in error discovery over time. This implies that testing results need to be interpreted in light of the length of testing, and that in practice, tests should take place both before and after systems release. 
62|1||A testing approach for large system portfolios in industrial environments|The Year 2000 and the Euro conversion have shown to be a major challenge to IT departments of many organizations. In addition to the project management and software maintenance issues the right regression testing approach has turned out to be a critical factor to the success of these organizations.In this paper, we describe an approach to regression testing that we have developed and meanwhile successfully implemented in various system migration projects. We point out the major challenges and success factors in the testing of an entire system portfolio, which has been adapted to meet the requirements of the European monetary union (EMU). Furthermore, we discuss how this end-to-end testing approach of key business processes is also applicable to other regression testing as well as other major system integration projects. 
62|1||A survey of communication protocol testing|Academic research has made significant advances in the generation of test sequences from formal specifications, and in the development of computer-aided test tools, with the aim of improving the effectiveness of protocol testing. However, this state-of-the-art research is not necessarily state-of-the-practice; these methods and tools are seldom used in the computer and communications industries. There is a big gap between testing practice and research results published in journals and reported at conference. To help the industrialization of academic techniques, empirical studies and a new orientation towards real issues need to be given higher priority by researchers, and real-life test coverage and field experience need to be more frequently reported [66]. This paper presents a literature survey of communication protocol testing. We have focused our survey on the following five areas: test sequence generation methods, test coverage, fault model and prediction, test tools, and experience reports. 
62|1||Designing a resourceful fault-tolerance system|This paper examines the feasibility of creating a “resourceful” software fault-tolerance system. Current fault-tolerant methods typically replace a faulty module with a redundant backup version, making no attempt to assess and correct errors in the original module. Error-recovery options are therefore limited by the number of backup modules. In contrast, a resourceful system dynamically generates alternative error-correction strategies. Periodically, the system determines which of its pre-defined goals has not been met, then executes different strategies until its goals are achieved. We outline a resourceful fault-tolerance system that defines recovery goals and specifies separate detection and correction procedures for each goal. When errors are detected, various sequences of correction procedures are examined to identify ones that meet the recovery goals. Implementation issues such as specifying recovery goals, creating recovery options, and reducing runtime overhead are examined. We describe a strategy to increase the efficiency of our method by planning each recovery before implementing it, eliminating strategies expected to be unsuccessful, impractical, or cyclical. 
62|1||Fundamental principles of software engineering â a journey|A set of fundamental principles can act as an enabler in the establishment of a discipline; however, software engineering still lacks a set of universally recognized fundamental principles. This article presents a progress report on an attempt to identify and develop a consensus on a set of candidate fundamental principles. A fundamental principle is less specific and more enduring than methodologies and techniques. It should be phrased to withstand the test of time. It should not contradict a more general engineering principle and should have some correspondence with “best practice”. It should be precise enough to be capable of support and contradiction and should not conceal a tradeoff. It should also relate to one or more computer science or engineering concepts. The proposed candidate set consists of fundamental principles which were identified through two workshops, two Delphi studies and a web-based survey. 
62|2|http://www.sciencedirect.com/science/journal/01641212/62/2|Key success factors for implementing software process improvement: a maturity-based analysis|We report on a questionnaire survey of key success factors that impact software process improvement (SPI). We analysed responses to identify factors that have a major impact, or no impact, on implementing SPI. We found four factors (reviews, standards and procedures, training and mentoring, and experienced staff) that practitioners generally considered had a major impact on successfully implementing SPI, and a further four factors (internal leadership, inspections, executive support and internal process ownership) that the more mature companies considered had a major impact on successfully implementing SPI. We also identified two factors (estimating tools and reward schemes) that may not have an impact on SPI. We briefly discuss how these factors may be broadly understood in terms of process, people, skills and leadership. We discuss some of the implications of our findings for research and practice. 
62|2||Motivators of Software Process Improvement: an analysis of practitioners' views|We present empirical findings from our study of Software Process Improvement (SPI) motivators in 13 UK software companies. Our analysis aims to provide SPI managers with some insight into designing appropriate SPI implementation strategies to maximise practitioner support for SPI.We identify what motivates developers, project managers and senior managers to be actively involved in SPI. We characterise motivations according to classic motivation theory. We find that most motivators are specific to a particular practitioner group with only a few common to all practitioner groups. Most of the common motivators are `rewarding', according to classic motivation theory. Finally we present findings showing that managers' perceptions of developer motivators are often highly inaccurate. 
